10.000,2.13460E-09
10.300,3.49296E-09
10.600,5.57014E-09
10.900,1.00185E-08
11.200,1.93535E-08
11.500,3.68915E-08
11.800,7.15523E-08
12.100,1.34884E-07
12.400,2.54037E-07
12.700,4.61087E-07
13.000,7.92611E-07
13.300,1.31032E-06
13.600,2.24227E-06
13.900,5.87870E-06
14.200,1.41920E-05
14.500,3.05363E-05
14.800,6.47776E-05
15.100,1.31544E-04
15.400,2.42209E-04
15.700,4.15686E-04
16.000,6.45936E-04
16.300,9.07003E-04
16.600,1.24656E-03
16.900,1.70294E-03
17.200,2.38101E-03
17.500,3.29308E-03
17.800,4.45326E-03
18.100,5.88743E-03
18.400,7.62395E-03
18.700,9.70763E-03
19.000,1.21697E-02
19.300,1.50620E-02
19.600,1.85388E-02
19.900,2.25225E-02
20.200,2.88389E-02
20.500,3.73294E-02
20.800,4.69318E-02
21.100,5.75047E-02
21.400,6.82239E-02
21.700,7.87405E-02
22.000,9.01931E-02
22.300,0.10332
22.600,0.11784
22.900,0.13748
23.200,0.16009
23.500,0.18129
23.800,0.19653
24.100,0.21204
24.400,0.22884
24.700,0.24810
25.000,0.26991
25.300,0.29257
25.600,0.31639
25.900,0.33966
26.200,0.36157
26.500,0.37929
26.800,0.39680
27.100,0.41421
27.400,0.43191
27.700,0.44927
28.000,0.46718
28.300,0.48721
28.600,0.50865
28.900,0.52934
29.200,0.54684
29.500,0.55890
29.800,0.56824
30.100,0.57736
30.400,0.58666
30.700,0.59614
31.000,0.60609
31.300,0.61597
31.600,0.62582
31.900,0.63594
32.200,0.64629
32.500,0.65577
32.800,0.66460
33.100,0.66924
33.400,0.67378
33.700,0.67825
34.000,0.68263
34.300,0.68692
34.600,0.69045
34.900,0.69357
35.200,0.69658
35.500,0.69953
35.800,0.70243
36.100,0.70527
36.400,0.70738
36.700,0.70944
37.000,0.71123
37.300,0.71299
37.600,0.71473
37.900,0.71644
38.200,0.71810
38.500,0.71974
38.800,0.72114
39.100,0.72252
39.400,0.72389
39.700,0.72525
40.000,0.72586
40.300,0.72634
40.600,0.72617
40.900,0.72572
41.200,0.71217
41.500,0.68605
41.800,0.63583
42.100,0.52601
42.400,0.40443
42.700,0.29915
43.000,0.20079
43.300,0.19374
43.600,0.20904
43.900,0.22724
44.200,0.24882
44.500,0.27056
44.800,0.29070
45.100,0.31098
45.400,0.32881
45.700,0.34561
46.000,0.35822
46.300,0.35996
46.600,0.36168
46.900,0.34703
47.200,0.32845
47.500,0.31048
47.800,0.29373
48.100,0.27726
48.400,0.26395
48.700,0.25194
49.000,0.24019
49.300,0.22884
49.600,0.21774
49.900,0.20707
50.200,0.19682
50.500,0.18684
50.800,0.17712
51.100,0.16768
51.400,0.15844
51.700,0.14866
52.000,0.13923
52.300,0.13005
52.600,0.12100
52.900,0.11234
53.200,0.10561
53.500,0.10065
53.800,9.58548E-02
54.100,9.12353E-02
54.400,8.67833E-02
54.700,8.24854E-02
55.000,7.83850E-02
55.300,7.44478E-02
55.600,7.06550E-02
55.900,6.70420E-02
56.200,6.35763E-02
56.500,6.02445E-02
56.800,5.70444E-02
57.100,5.39732E-02
57.400,5.10277E-02
57.700,4.79177E-02
58.000,4.48496E-02
58.300,4.19320E-02
58.600,3.91301E-02
58.900,3.64558E-02
59.200,3.39243E-02
59.500,3.15313E-02
59.800,2.92723E-02
60.100,2.71423E-02
60.400,2.53143E-02
60.700,2.40284E-02
61.000,2.27968E-02
61.300,2.16207E-02
61.600,2.05948E-02
61.900,1.96100E-02
62.200,1.86655E-02
62.500,1.77075E-02
62.800,1.67721E-02
63.100,1.58787E-02
63.400,1.50090E-02
63.700,1.41514E-02
64.000,1.33356E-02
64.300,1.25599E-02
64.600,1.18231E-02
64.900,1.11233E-02
65.200,1.04592E-02
65.500,9.82925E-03
65.800,9.23217E-03
66.100,8.66647E-03
66.400,8.13085E-03
66.700,7.77174E-03
67.000,7.43266E-03
67.300,7.10694E-03
67.600,6.80315E-03
67.900,6.52547E-03
68.200,6.25811E-03
68.500,6.00070E-03
68.800,5.75296E-03
69.100,5.51452E-03
69.400,5.28511E-03
69.700,5.06442E-03
70.000,4.85214E-03
70.300,4.64800E-03
70.600,4.45174E-03
70.900,4.26307E-03
71.200,4.08176E-03
71.500,3.90753E-03
71.800,3.74017E-03
72.100,3.58883E-03
72.400,3.45352E-03
72.700,3.32301E-03
73.000,3.19706E-03
73.300,3.08980E-03
73.600,2.99553E-03
73.900,2.90402E-03
74.200,2.81521E-03
74.500,2.72900E-03
74.800,2.64535E-03
75.100,2.56415E-03
75.400,2.48535E-03
75.700,2.40446E-03
76.000,2.32371E-03
76.300,2.24553E-03
76.600,2.16985E-03
76.900,2.09435E-03
77.200,2.01969E-03
77.500,1.94754E-03
77.800,1.87784E-03
78.100,1.81201E-03
78.400,1.75032E-03
78.700,1.69063E-03
79.000,1.63288E-03
79.300,1.58054E-03
79.600,1.54135E-03
79.900,1.50313E-03
80.200,1.46586E-03
80.500,1.42950E-03
80.800,1.39406E-03
81.100,1.35949E-03
81.400,1.32577E-03
81.700,1.29288E-03
82.000,1.26165E-03
82.300,1.23166E-03
82.600,1.20240E-03
82.900,1.17383E-03
83.200,1.14642E-03
83.500,1.12150E-03
83.800,1.09713E-03
84.100,1.07329E-03
84.400,1.04998E-03
84.700,1.02718E-03
85.000,1.00487E-03
85.300,9.83063E-04
85.600,9.61732E-04
85.900,9.43957E-04
86.200,9.41444E-04
86.500,9.38949E-04
86.800,9.36467E-04
87.100,9.34000E-04
87.400,9.32990E-04
87.700,9.33210E-04
88.000,9.33427E-04
88.300,9.33646E-04
88.600,9.33862E-04
88.900,9.34080E-04
89.200,9.34301E-04
89.500,9.34517E-04
89.800,9.34736E-04
90.100,9.34952E-04
90.400,9.35164E-04
90.700,9.35377E-04
91.000,9.35587E-04
91.300,9.35797E-04
91.600,9.36007E-04
91.900,9.36213E-04
92.200,9.36420E-04
92.500,9.36623E-04
92.800,9.36830E-04
93.100,9.41573E-04
93.400,9.58962E-04
93.700,9.76569E-04
94.000,9.94391E-04
94.300,1.01244E-03
94.600,1.03214E-03
94.900,1.05650E-03
95.200,1.08126E-03
95.500,1.10644E-03
95.800,1.13203E-03
96.100,1.15805E-03
96.400,1.18449E-03
96.700,1.21137E-03
97.000,1.23867E-03
97.300,1.26641E-03
97.600,1.29459E-03
97.900,1.32320E-03
98.200,1.35226E-03
98.500,1.38177E-03
98.800,1.41172E-03
99.100,1.44214E-03
99.400,1.49374E-03
99.700,1.55534E-03
100.00,1.61888E-03
