EO pos[mm]	Time[ps]	ST0[arb.u.]	ST1[arb.u.]	ST2[arb.u.]	AVG[arb.u.]	Norm[arb.u.]	
52.964	353.337774761498	10.59266686	10.98149619	9.87870922	10.4842907566667	0.0622776966384825	
52.98	353.444515271962	11.57365824	12.56586083	13.57538983	12.5716363	0.0746767301586795	
52.996	353.551255782425	11.74794339	11.84374936	11.98032388	11.8573388766667	0.0704337346835954	
53.012	353.657996292889	11.41720932	12.98832387	11.09055191	11.8320283666667	0.0702833878170186	
53.028	353.764736803352	10.27008646	12.1046676	11.36319105	11.2459817033333	0.0668022142057411	
53.044	353.871477313816	13.34759618	11.77342367	10.84237391	11.98779792	0.0712086739630401	
53.06	353.978217824279	11.24037595	11.47836199	12.15206085	11.6235995966667	0.0690453008533832	
53.076	354.084958334742	11.32395131	10.81689355	11.2306935	11.12384612	0.0660767170801715	
53.092	354.191698845206	13.17891649	11.15374297	12.11231168	12.1483237133333	0.0721622126326452	
53.108	354.298439355669	11.99866942	12.40635398	9.38795881	11.2643274033333	0.0669111894302687	
53.124	354.405179866133	12.09957152	11.62869564	11.68628107	11.80484941	0.0701219421973269	
53.14	354.511920376596	11.7479435	12.4634299	11.45390079	11.88842473	0.0706183876456864	
53.156	354.618660887059	11.49670763	10.04280234	11.45797768	10.99916255	0.0653360846684535	
53.172	354.725401397523	10.78988448	11.46358343	11.93955511	11.39767434	0.0677032830741918	
53.188	354.832141907986	12.26672235	12.28863519	12.52305394	12.3594704933333	0.0734164448374008	
53.204	354.93888241845	11.84171083	10.68541528	12.9322674	11.8197978366667	0.0702107372911274	
53.22	355.045622928913	13.38785496	11.54868741	12.47871824	12.4717535366667	0.0740834169266584	
53.236	355.152363439376	12.84257674	10.80313431	12.58063924	12.0754500966667	0.0717293363325645	
53.252	355.25910394984	12.49910252	12.21627124	13.53411175	12.7498285033333	0.0757352090048027	
53.268	355.365844460303	12.44610349	13.95606555	13.16974372	13.1906375866667	0.0783536574057939	
53.284	355.472584970767	12.24786682	12.18671392	11.66691597	12.0338322366667	0.071482122236735	
53.3	355.57932548123	11.51046699	12.14390712	10.3475466	11.33397357	0.0673248943665747	
53.316	355.686065991694	13.0688418	12.80894271	12.3253268	12.7343704366667	0.0756433866003284	
53.332	355.792806502157	13.3929509	11.9864389	13.05712087	12.8121702233333	0.0761055248245554	
53.348	355.89954701262	12.1087443	11.65519504	13.79044379	12.51812771	0.0743588839816785	
53.364	356.006287523084	11.50944796	13.16872445	12.03587075	12.2380143866667	0.0726949838686587	
53.38	356.113028033547	12.28099109	11.7724046	11.12112835	11.7248413466667	0.0696466865970626	
53.396	356.219768544011	12.60662939	11.6276763	11.17055991	11.8016218666667	0.0701027702791432	
53.412	356.326509054474	11.1552719	12.38240267	13.3827589	12.3068111566667	0.0731036433069753	
53.428	356.433249564937	10.60082064	12.19333882	12.09702349	11.6303943166667	0.0690856621444542	
53.444	356.539990075401	12.16938756	11.67252185	11.55531252	11.7990739766667	0.0700876355672041	
53.46	356.646730585864	11.43453576	12.01446731	11.26840436	11.5724691433333	0.0687415810371756	
53.476	356.753471096328	11.57824451	10.57024434	9.11277163	10.42042016	0.0618982991441125	
53.492	356.860211606791	10.67063655	9.9510732	12.16785863	10.9298561266667	0.0649243978402618	
53.508	356.966952117254	10.68949204	11.12418581	10.30473962	10.7061391566667	0.0635954974965088	
53.524	357.073692627718	10.97538104	11.59760981	12.07103347	11.5480081066667	0.0685962801239955	
53.54	357.180433138181	12.74422279	11.50639011	11.97879489	12.0764692633333	0.0717353902807012	
53.556	357.287173648645	11.06609081	10.52030298	11.37185436	10.9860827166667	0.0652583891989819	
53.572	357.393914159108	12.11995568	11.98185261	10.93868937	11.6801658866667	0.0693813100628134	
53.588	357.500654669571	11.32242262	11.29388479	10.47494798	11.0304184633333	0.0655217478033197	
53.604	357.607395180035	10.72822214	12.0853026	12.23308824	11.6822043266667	0.069393418592697	
53.62	357.714135690498	10.51571656	11.33974922	12.19945419	11.35163999	0.0674298346024937	
53.636	357.820876200962	12.2555108	10.86632536	10.98149623	11.3677774633333	0.0675256927479887	
