D:\Data\Install\2023-11-16\20231116-085401_La scala day--ESp_Cayman_iXPS-ESp_Cayman--1_1-Detector_Region.vms
Survey
	Characteristic Energy eV	1486.7	Acquisition Time s	0.1	Step Size eV	0.344322	No Steps	4096



KE_Survey	BE_Survey	Background_Survey
420.693	1066.01	3524.87
421.037	1065.66	3304.98
421.381	1065.32	3291.7
421.726	1064.97	3544.25
422.07	1064.63	3303.39
422.414	1064.29	3367.49
422.759	1063.94	3419.23
423.103	1063.6	3533.49
423.447	1063.25	3480.14
423.792	1062.91	3574.98
424.136	1062.56	3444.57
424.48	1062.22	3447.1
424.825	1061.88	3587.37
425.169	1061.53	3803.67
425.513	1061.19	3538.44
425.858	1060.84	3531.67
426.202	1060.5	3606.32
426.546	1060.15	3480.68
426.89	1059.81	3405.11
427.235	1059.47	3656.24
427.579	1059.12	3761.87
427.923	1058.78	3502.5
428.268	1058.43	3497.4
428.612	1058.09	3756.91
428.956	1057.74	3704.58
429.301	1057.4	3602.6
429.645	1057.05	3588.2
429.989	1056.71	3390.64
430.334	1056.37	3588.06
430.678	1056.02	3422
431.022	1055.68	3518.04
431.367	1055.33	3690.78
431.711	1054.99	3558.3
432.055	1054.64	3467.2
432.4	1054.3	3636.53
432.744	1053.96	3728.13
433.088	1053.61	3674.53
433.433	1053.27	3591.26
433.777	1052.92	3901.39
434.121	1052.58	3523.04
434.466	1052.23	4032.3
434.81	1051.89	3970.67
435.154	1051.55	3866.16
435.499	1051.2	3986.96
435.843	1050.86	4017.83
436.187	1050.51	3869.35
436.532	1050.17	3663.02
436.876	1049.82	3855.89
437.22	1049.48	3792.16
437.564	1049.14	3873.39
437.909	1048.79	4084.94
438.253	1048.45	3759.11
438.597	1048.1	3964.11
438.942	1047.76	3936.45
439.286	1047.41	3606.98
439.63	1047.07	3623.64
439.975	1046.73	3732.23
440.319	1046.38	3872.02
440.663	1046.04	3804.89
441.008	1045.69	4190.06
441.352	1045.35	3951.38
441.696	1045	3873.52
442.041	1044.66	4021.8
442.385	1044.32	3688.69
442.729	1043.97	3846.45
443.074	1043.63	4102.21
443.418	1043.28	4049.88
443.762	1042.94	3962.14
444.107	1042.59	3720.68
444.451	1042.25	4049.98
444.795	1041.9	3996.44
445.14	1041.56	4049.87
445.484	1041.22	4263.43
445.828	1040.87	4138.94
446.173	1040.53	4037.19
446.517	1040.18	3996.19
446.861	1039.84	3989.08
447.205	1039.49	4323.13
447.55	1039.15	3899.55
447.894	1038.81	3936.58
448.238	1038.46	3952.45
448.583	1038.12	4097.66
448.927	1037.77	4018.23
449.271	1037.43	4054.6
449.616	1037.08	4098.67
449.96	1036.74	4030.75
450.304	1036.4	4078.85
450.649	1036.05	4231.43
450.993	1035.71	4036.93
451.337	1035.36	3938.85
451.682	1035.02	4077
452.026	1034.67	3985.99
452.37	1034.33	4019.12
452.715	1033.99	4178.31
453.059	1033.64	4150.44
453.403	1033.3	4172.49
453.748	1032.95	4233.26
454.092	1032.61	4085.01
454.436	1032.26	3969.79
454.781	1031.92	3932.87
455.125	1031.58	4035.68
455.469	1031.23	3889.41
455.814	1030.89	4242.74
456.158	1030.54	4239.95
456.502	1030.2	3990.41
456.847	1029.85	4212.15
457.191	1029.51	4285.18
457.535	1029.16	4329.38
457.879	1028.82	4113.98
458.224	1028.48	4139.99
458.568	1028.13	4063.33
458.912	1027.79	3975.28
459.257	1027.44	4260.06
459.601	1027.1	4319.31
459.945	1026.75	4210.24
460.29	1026.41	4001.89
460.634	1026.07	4295.89
460.978	1025.72	4160.35
461.323	1025.38	4086.24
461.667	1025.03	4229.4
462.011	1024.69	4350.91
462.356	1024.34	4034.61
462.7	1024	4391.08
463.044	1023.66	4529.84
463.389	1023.31	4205.41
463.733	1022.97	4248.98
464.077	1022.62	4250.73
464.422	1022.28	4340.61
464.766	1021.93	4400.72
465.11	1021.59	4727.36
465.455	1021.25	4358.98
465.799	1020.9	4187.78
466.143	1020.56	4088.4
466.488	1020.21	4121.69
466.832	1019.87	4192.04
467.176	1019.52	4116.64
467.521	1019.18	4325.46
467.865	1018.84	4366.64
468.209	1018.49	4537.14
468.553	1018.15	4640.57
468.898	1017.8	4028.25
469.242	1017.46	4354.54
469.586	1017.11	4106.64
469.931	1016.77	4185.57
470.275	1016.42	4297.53
470.619	1016.08	4236.21
470.964	1015.74	4454.6
471.308	1015.39	4232.63
471.652	1015.05	4063.01
471.997	1014.7	4166.5
472.341	1014.36	4059.59
472.685	1014.01	4317.56
473.03	1013.67	4273.63
473.374	1013.33	4395.59
473.718	1012.98	4605.24
474.063	1012.64	4279.33
474.407	1012.29	4380.62
474.751	1011.95	4280.96
475.096	1011.6	4218.27
475.44	1011.26	4231.3
475.784	1010.92	4431.18
476.129	1010.57	4037.93
476.473	1010.23	4182.95
476.817	1009.88	4350.56
477.162	1009.54	4133.65
477.506	1009.19	4567.58
477.85	1008.85	4542.6
478.195	1008.51	4512.14
478.539	1008.16	4571.75
478.883	1007.82	4248.61
479.227	1007.47	4242.52
479.572	1007.13	4780.1
479.916	1006.78	4379.59
480.26	1006.44	4326.5
480.605	1006.1	4270.79
480.949	1005.75	4420.51
481.293	1005.41	4341.23
481.638	1005.06	4598.61
481.982	1004.72	4421.57
482.326	1004.37	4713.73
482.671	1004.03	4679.85
483.015	1003.68	4149.07
483.359	1003.34	4362.14
483.704	1003	4637.68
484.048	1002.65	4486.1
484.392	1002.31	4766.87
484.737	1001.96	4597.54
485.081	1001.62	4441.59
485.425	1001.27	4812.05
485.77	1000.93	4470.2
486.114	1000.59	4668.08
486.458	1000.24	4820.93
486.803	999.897	4528.13
487.147	999.553	4528.13
487.491	999.209	4317.45
487.836	998.864	4500.65
488.18	998.52	4950.63
488.524	998.176	4690.45
488.868	997.832	4846.21
489.213	997.487	4930.08
489.557	997.143	4849.37
489.901	996.799	4753.6
490.246	996.454	4270.44
490.59	996.11	4739.29
490.934	995.766	4660.56
491.279	995.421	4622.43
491.623	995.077	4628.21
491.967	994.733	4718.78
492.312	994.388	4824.16
492.656	994.044	4543.21
493	993.7	4609.58
493.345	993.355	5075.58
493.689	993.011	4531.75
494.033	992.667	4712.64
494.378	992.322	4731.95
494.722	991.978	4670.94
495.066	991.634	4935.99
495.411	991.289	4749.96
495.755	990.945	4845.64
496.099	990.601	5046.12
496.444	990.256	4790.25
496.788	989.912	4805.29
497.132	989.568	4897.93
497.477	989.223	4924.16
497.821	988.879	4989.68
498.165	988.535	4885.21
498.51	988.19	4644.58
498.854	987.846	4927.79
499.198	987.502	4910.18
499.542	987.158	4803.62
499.887	986.813	4890.43
500.231	986.469	4827.88
500.575	986.125	4838.94
500.92	985.78	4786.73
501.264	985.436	4941.78
501.608	985.092	5107.94
501.953	984.747	4958.01
502.297	984.403	5097.63
502.641	984.059	4935.01
502.986	983.714	4922.61
503.33	983.37	4857.65
503.674	983.026	5198.69
504.019	982.681	5009.75
504.363	982.337	4876.85
504.707	981.993	4898.78
505.052	981.648	5389.16
505.396	981.304	5067.35
505.74	980.96	5122.64
506.085	980.615	5362.1
506.429	980.271	4889.55
506.773	979.927	5252.08
507.118	979.582	5264.24
507.462	979.238	5170.15
507.806	978.894	5302.21
508.151	978.549	5060.18
508.495	978.205	5095.75
508.839	977.861	5231.66
509.184	977.516	5197.28
509.528	977.172	5114.23
509.872	976.828	4961.78
510.216	976.484	4919.42
510.561	976.139	4931.37
510.905	975.795	5164.74
511.249	975.451	5282.68
511.594	975.106	5105.95
511.938	974.762	5403.27
512.282	974.418	5041.44
512.627	974.073	5289.36
512.971	973.729	5056.87
513.315	973.385	5247.04
513.66	973.04	5402.4
514.004	972.696	5161.01
514.348	972.352	5112.8
514.693	972.007	5156.21
515.037	971.663	5095.73
515.381	971.319	5185.31
515.726	970.974	4972.8
516.07	970.63	5295.56
516.414	970.286	5307.88
516.759	969.941	5291.85
517.103	969.597	5186.87
517.447	969.253	5473.44
517.792	968.908	5667.17
518.136	968.564	5161.31
518.48	968.22	5441.48
518.825	967.875	5333.7
519.169	967.531	5605.93
519.513	967.187	5409.1
519.858	966.842	5339.21
520.202	966.498	5689.57
520.546	966.154	5415.92
520.89	965.81	5322.85
521.235	965.465	5432.53
521.579	965.121	5838.71
521.923	964.777	5451.5
522.268	964.432	5451.1
522.612	964.088	5455.27
522.956	963.744	5327.08
523.301	963.399	5209.49
523.645	963.055	5276.85
523.989	962.711	5369.83
524.334	962.366	5479.18
524.678	962.022	5348.53
525.022	961.678	5430.05
525.367	961.333	5299.12
525.711	960.989	5715.55
526.055	960.645	5584.05
526.4	960.3	5540.63
526.744	959.956	5452.69
527.088	959.612	5241.83
527.433	959.267	5535.99
527.777	958.923	5357.36
528.121	958.579	5484.7
528.466	958.234	5312.38
528.81	957.89	5727.43
529.154	957.546	5600.02
529.499	957.201	5535.11
529.843	956.857	5709.2
530.187	956.513	5338.89
530.532	956.168	5840.22
530.876	955.824	5674.34
531.22	955.48	5189.84
531.564	955.136	5313.12
531.909	954.791	5470.17
532.253	954.447	5687.32
532.597	954.103	5756.41
532.942	953.758	5928.09
533.286	953.414	5595.48
533.63	953.07	5551.13
533.975	952.725	5735.06
534.319	952.381	5649.31
534.663	952.037	5474.78
535.008	951.692	5608.74
535.352	951.348	5817.61
535.696	951.004	5345.57
536.041	950.659	5361.67
536.385	950.315	5771.02
536.729	949.971	6021.19
537.074	949.626	6110.55
537.418	949.282	5564
537.762	948.938	5369.94
538.107	948.593	5942.33
538.451	948.249	5725.28
538.795	947.905	5879.35
539.14	947.56	5562.2
539.484	947.216	5884.01
539.828	946.872	5958.66
540.173	946.527	5946.01
540.517	946.183	5699.26
540.861	945.839	5850.02
541.205	945.495	5978.72
541.55	945.15	5986.55
541.894	944.806	5803.07
542.238	944.462	5514.14
542.583	944.117	5881.13
542.927	943.773	5783.05
543.271	943.429	5908.45
543.616	943.084	5892.86
543.96	942.74	5907.77
544.304	942.396	5668.62
544.649	942.051	6218.81
544.993	941.707	6074.63
545.337	941.363	6473.5
545.682	941.018	6289.61
546.026	940.674	5759.58
546.37	940.33	5749.69
546.715	939.985	5998.1
547.059	939.641	5976.33
547.403	939.297	5939.99
547.748	938.952	6195.6
548.092	938.608	6126.51
548.436	938.264	6051.8
548.781	937.919	6092.1
549.125	937.575	5635.33
549.469	937.231	6006.12
549.814	936.886	6002.24
550.158	936.542	6344.35
550.502	936.198	6309.5
550.847	935.853	6440.29
551.191	935.509	6297.87
551.535	935.165	6108.09
551.879	934.821	6007.76
552.224	934.476	5997.13
552.568	934.132	5799.11
552.912	933.788	6112.27
553.257	933.443	6216.57
553.601	933.099	6160.57
553.945	932.755	6243.19
554.29	932.41	6039.74
554.634	932.066	6005.64
554.978	931.722	6226.43
555.323	931.377	5861.28
555.667	931.033	6317.28
556.011	930.689	6291.78
556.356	930.344	6213.93
556.7	930	6428.31
557.044	929.656	6273.4
557.389	929.311	6038.16
557.733	928.967	5982.5
558.077	928.623	6536.04
558.422	928.278	6225.34
558.766	927.934	6192.74
559.11	927.59	6088.38
559.455	927.245	6099.14
559.799	926.901	6304.78
560.143	926.557	6536.45
560.488	926.212	6512.87
560.832	925.868	6234.81
561.176	925.524	6638.04
561.521	925.179	6258.81
561.865	924.835	6273.64
562.209	924.491	6648.34
562.553	924.147	6481.23
562.898	923.802	6653.01
563.242	923.458	6611.26
563.586	923.114	6359.3
563.931	922.769	6292.67
564.275	922.425	6285.4
564.619	922.081	6253.88
564.964	921.736	6352.12
565.308	921.392	6471.6
565.652	921.048	6516.76
565.997	920.703	6437.24
566.341	920.359	6440.5
566.685	920.015	6548.96
567.03	919.67	6292.7
567.374	919.326	6635.82
567.718	918.982	6677.38
568.063	918.637	6457.77
568.407	918.293	6778.89
568.751	917.949	6296.2
569.096	917.604	6262.48
569.44	917.26	6584.91
569.784	916.916	6535.76
570.129	916.571	6699.46
570.473	916.227	6692.39
570.817	915.883	6633.04
571.162	915.538	6834.69
571.506	915.194	6563.98
571.85	914.85	6161.05
572.195	914.505	6763.28
572.539	914.161	6538.37
572.883	913.817	6421.9
573.227	913.473	6472.14
573.572	913.128	6745.63
573.916	912.784	6539.8
574.26	912.44	6913.18
574.605	912.095	6664.99
574.949	911.751	6844.8
575.293	911.407	6530.38
575.638	911.062	6575.38
575.982	910.718	7108.38
576.326	910.374	6888.54
576.671	910.029	6685.28
577.015	909.685	6951.05
577.359	909.341	6620.85
577.704	908.996	6882.94
578.048	908.652	6730.17
578.392	908.308	6462.2
578.737	907.963	6812.41
579.081	907.619	6776.97
579.425	907.275	7009.58
579.77	906.93	6615.85
580.114	906.586	6772.61
580.458	906.242	6868.08
580.803	905.897	6748
581.147	905.553	6694.82
581.491	905.209	7111.17
581.836	904.864	6941.65
582.18	904.52	6902.17
582.524	904.176	7017.51
582.868	903.832	7480.84
583.213	903.487	7039.34
583.557	903.143	7242.3
583.901	902.799	6576.69
584.246	902.454	7189.64
584.59	902.11	7152.34
584.934	901.766	7599.22
585.279	901.421	7148.18
585.623	901.077	6894.23
585.967	900.733	7092.75
586.312	900.388	6989.11
586.656	900.044	7202.99
587	899.7	7009.14
587.345	899.355	6875.07
587.689	899.011	7153.31
588.033	898.667	7055.03
588.378	898.322	6909.73
588.722	897.978	7210.06
589.066	897.634	7365.03
589.411	897.289	7128.68
589.755	896.945	7053.8
590.099	896.601	7406.6
590.444	896.256	7364.27
590.788	895.912	6919.53
591.132	895.568	7055.53
591.477	895.223	7131.85
591.821	894.879	7259.74
592.165	894.535	6953.61
592.51	894.19	7191.98
592.854	893.846	7051.37
593.198	893.502	7141.75
593.542	893.158	7173.55
593.887	892.813	7131.17
594.231	892.469	7074.74
594.575	892.125	7038.8
594.92	891.78	7667.57
595.264	891.436	7002.97
595.608	891.092	7305.94
595.953	890.747	7229.07
596.297	890.403	7015.34
596.641	890.059	7214.16
596.986	889.714	7346.38
597.33	889.37	7516.33
597.674	889.026	7668.07
598.019	888.681	7628.23
598.363	888.337	7199.35
598.707	887.993	7336.37
599.052	887.648	7586.45
599.396	887.304	7512.58
599.74	886.96	7537.58
600.085	886.615	7705.92
600.429	886.271	7617.08
600.773	885.927	7423.54
601.118	885.582	7767.33
601.462	885.238	7450.11
601.806	884.894	7443.78
602.151	884.549	7539.09
602.495	884.205	7505.87
602.839	883.861	7388.56
603.184	883.516	7465.3
603.528	883.172	7546.71
603.872	882.828	7929.35
604.216	882.484	8159.22
604.561	882.139	8022.81
604.905	881.795	7593.1
605.249	881.451	7258.2
605.594	881.106	7554.71
605.938	880.762	7621.2
606.282	880.418	7653.4
606.627	880.073	7793.51
606.971	879.729	7582.13
607.315	879.385	7563.62
607.66	879.04	7416.09
608.004	878.696	7639.57
608.348	878.352	7933.93
608.693	878.007	8153.05
609.037	877.663	7408.52
609.381	877.319	7367.61
609.726	876.974	7863.69
610.07	876.63	7624.46
610.414	876.286	7631.36
610.759	875.941	7676
611.103	875.597	7563.84
611.447	875.253	8087.88
611.792	874.908	7765.52
612.136	874.564	7841.59
612.48	874.22	7643.78
612.825	873.875	8235.46
613.169	873.531	7884.76
613.513	873.187	8463.88
613.858	872.842	7514.33
614.202	872.498	7850.95
614.546	872.154	7690.22
614.89	871.81	8145.22
615.235	871.465	7722.73
615.579	871.121	7672.95
615.923	870.777	7521.79
616.268	870.432	7858.09
616.612	870.088	7381.93
616.956	869.744	7870.74
617.301	869.399	7772.77
617.645	869.055	8121.28
617.989	868.711	7951.79
618.334	868.366	8055.34
618.678	868.022	8116.36
619.022	867.678	8047.57
619.367	867.333	8303.32
619.711	866.989	7876.67
620.055	866.645	8036.5
620.4	866.3	8398.82
620.744	865.956	8226.84
621.088	865.612	7951.62
621.433	865.267	8123.72
621.777	864.923	7626.32
622.121	864.579	8514.12
622.466	864.234	7935.78
622.81	863.89	8110.06
623.154	863.546	7924.77
623.499	863.201	8201.29
623.843	862.857	7917.2
624.187	862.513	8313.52
624.532	862.168	8238.48
624.876	861.824	7979.08
625.22	861.48	8599.09
625.564	861.136	7999.1
625.909	860.791	7817.29
626.253	860.447	8150.77
626.597	860.103	8623.47
626.942	859.758	8263.26
627.286	859.414	8132.03
627.63	859.07	8095.93
627.975	858.725	8266.32
628.319	858.381	8507.06
628.663	858.037	8483.36
629.008	857.692	8168.84
629.352	857.348	8344.03
629.696	857.004	8395.7
630.041	856.659	8642.03
630.385	856.315	9013.22
630.729	855.971	8536.64
631.074	855.626	8680.03
631.418	855.282	8605.81
631.762	854.938	8290.36
632.107	854.593	8205.91
632.451	854.249	8472.96
632.795	853.905	8483.7
633.14	853.56	8121.31
633.484	853.216	8737.74
633.828	852.872	8294.9
634.173	852.527	8664.99
634.517	852.183	8879.64
634.861	851.839	8681.81
635.205	851.495	9041.15
635.55	851.15	8523.33
635.894	850.806	8696.8
636.238	850.462	8289.23
636.583	850.117	8385.74
636.927	849.773	8356.16
637.271	849.429	8073.32
637.616	849.084	8578.18
637.96	848.74	8429.9
638.304	848.396	9211.85
638.649	848.051	8622
638.993	847.707	8610.51
639.337	847.363	8759.04
639.682	847.018	8895.42
640.026	846.674	9028.76
640.37	846.33	9114.52
640.715	845.985	8757.88
641.059	845.641	8224.74
641.403	845.297	8915.17
641.748	844.952	9351.47
642.092	844.608	8887.95
642.436	844.264	8858.84
642.781	843.919	8350.95
643.125	843.575	8737.92
643.469	843.231	8820.33
643.814	842.886	8804.82
644.158	842.542	8907.49
644.502	842.198	8883.33
644.847	841.853	8892.88
645.191	841.509	8790.46
645.535	841.165	9127.26
645.879	840.821	9043.03
646.224	840.476	8539.81
646.568	840.132	8687.5
646.912	839.788	8804.3
647.257	839.443	9124.22
647.601	839.099	9187.58
647.945	838.755	8944.48
648.29	838.41	8923.86
648.634	838.066	9345.26
648.978	837.722	9210.89
649.323	837.377	8962.73
649.667	837.033	9376.81
650.011	836.689	9092.6
650.356	836.344	9185
650.7	836	8918.62
651.044	835.656	9154.87
651.389	835.311	8945.02
651.733	834.967	9003.06
652.077	834.623	8925.11
652.422	834.278	9409.56
652.766	833.934	9533.01
653.11	833.59	9291.65
653.455	833.245	9594.35
653.799	832.901	9449.92
654.143	832.557	9846.82
654.488	832.212	9278.24
654.832	831.868	9592.18
655.176	831.524	9467.61
655.521	831.179	9643.41
655.865	830.835	9720.84
656.209	830.491	9706.24
656.553	830.147	9516.82
656.898	829.802	9153.72
657.242	829.458	9657.34
657.586	829.114	8851.37
657.931	828.769	9432.28
658.275	828.425	9491.22
658.619	828.081	9240.98
658.964	827.736	9284.12
659.308	827.392	9063.69
659.652	827.048	9102.23
659.997	826.703	9872.82
660.341	826.359	9537.27
660.685	826.015	9387.73
661.03	825.67	9521.57
661.374	825.326	9315.75
661.718	824.982	9667.22
662.063	824.637	9409.92
662.407	824.293	9828.46
662.751	823.949	9828.96
663.096	823.604	9963.69
663.44	823.26	9492.61
663.784	822.916	9395.26
664.129	822.571	9572.08
664.473	822.227	9802.09
664.817	821.883	9921.65
665.162	821.538	9682.13
665.506	821.194	9671.2
665.85	820.85	9590.87
666.195	820.505	10229.6
666.539	820.161	10023.8
666.883	819.817	9604.17
667.227	819.473	9475.86
667.572	819.128	9648.15
667.916	818.784	10048.7
668.26	818.44	9748.7
668.605	818.095	10038.7
668.949	817.751	10051
669.293	817.407	9585.59
669.638	817.062	9958.76
669.982	816.718	9445.9
670.326	816.374	9931.71
670.671	816.029	9745.26
671.015	815.685	9985.5
671.359	815.341	10024.3
671.704	814.996	9983.51
672.048	814.652	10108.1
672.392	814.308	10144.9
672.737	813.963	10256.8
673.081	813.619	10202.6
673.425	813.275	9631.22
673.77	812.93	9773.91
674.114	812.586	10136.7
674.458	812.242	10079.2
674.803	811.897	10280.9
675.147	811.553	10334.4
675.491	811.209	10485.4
675.836	810.864	10322.2
676.18	810.52	10023.4
676.524	810.176	10646.7
676.868	809.832	10166.4
677.213	809.487	10476.7
677.557	809.143	10429
677.901	808.799	9863.1
678.246	808.454	9960.52
678.59	808.11	10102.6
678.934	807.766	10268
679.279	807.421	10307.5
679.623	807.077	10356
679.967	806.733	10464.1
680.312	806.388	10071.9
680.656	806.044	10104.2
681	805.7	9891.52
681.345	805.355	10510.9
681.689	805.011	10201.1
682.033	804.667	10386.7
682.378	804.322	10318.2
682.722	803.978	10374.9
683.066	803.634	10180.1
683.411	803.289	10168.5
683.755	802.945	10354.7
684.099	802.601	10549.5
684.444	802.256	10224.2
684.788	801.912	10470.4
685.132	801.568	10651.3
685.477	801.223	10829.9
685.821	800.879	10341
686.165	800.535	10309.8
686.51	800.19	10778.4
686.854	799.846	10546.7
687.198	799.502	11143
687.542	799.158	10961.7
687.887	798.813	10800.7
688.231	798.469	10728.5
688.575	798.125	10737.3
688.92	797.78	10732.6
689.264	797.436	10521.5
689.608	797.092	10607.7
689.953	796.747	10684.2
690.297	796.403	10290.6
690.641	796.059	10727.3
690.986	795.714	11106.9
691.33	795.37	10737.4
691.674	795.026	10967.2
692.019	794.681	10702.5
692.363	794.337	10584.7
692.707	793.993	10891.4
693.052	793.648	10825.4
693.396	793.304	10953
693.74	792.96	10875.3
694.085	792.615	10679.6
694.429	792.271	11022.3
694.773	791.927	10971.3
695.118	791.582	11121.1
695.462	791.238	11032.4
695.806	790.894	10979.1
696.151	790.549	10687.3
696.495	790.205	11098.4
696.839	789.861	11209.8
697.184	789.516	11378.9
697.528	789.172	11058.5
697.872	788.828	11017.9
698.216	788.484	10744.7
698.561	788.139	11484.9
698.905	787.795	11287.6
699.249	787.451	11314
699.594	787.106	10648.2
699.938	786.762	11098.3
700.282	786.418	11016
700.627	786.073	10789.4
700.971	785.729	11257.8
701.315	785.385	11365.4
701.66	785.04	10746
702.004	784.696	10956
702.348	784.352	11523.4
702.693	784.007	10970.9
703.037	783.663	11151.3
703.381	783.319	11368.5
703.726	782.974	11636.3
704.07	782.63	11418.7
704.414	782.286	11726.4
704.759	781.941	11295.2
705.103	781.597	11043
705.447	781.253	11090.8
705.792	780.908	11133.3
706.136	780.564	11816.6
706.48	780.22	11454.9
706.825	779.875	11220.1
707.169	779.531	11895.8
707.513	779.187	11373.5
707.858	778.842	11230.2
708.202	778.498	11515.3
708.546	778.154	11923.3
708.89	777.81	11379.7
709.235	777.465	11709.7
709.579	777.121	11638.7
709.923	776.777	11766
710.268	776.432	11418.5
710.612	776.088	11426.3
710.956	775.744	11752
711.301	775.399	12280.8
711.645	775.055	11673.4
711.989	774.711	11742.9
712.334	774.366	11705
712.678	774.022	11329.7
713.022	773.678	11801
713.367	773.333	11370.8
713.711	772.989	11487.5
714.055	772.645	11811.8
714.4	772.3	11548.5
714.744	771.956	12050.5
715.088	771.612	11595.5
715.433	771.267	11937.8
715.777	770.923	11669.1
716.121	770.579	11559.8
716.466	770.234	11789.9
716.81	769.89	11825.4
717.154	769.546	11874.9
717.499	769.201	12139.5
717.843	768.857	11783.9
718.187	768.513	12026.1
718.532	768.168	12018.8
718.876	767.824	11977.9
719.22	767.48	12008.4
719.564	767.136	12442
719.909	766.791	12223.4
720.253	766.447	11900.6
720.597	766.103	12284.7
720.942	765.758	11999
721.286	765.414	11850.9
721.63	765.07	11993.5
721.975	764.725	11974.9
722.319	764.381	12399.5
722.663	764.037	12108.3
723.008	763.692	12082
723.352	763.348	12259.3
723.696	763.004	12356.3
724.041	762.659	12338.9
724.385	762.315	12492.1
724.729	761.971	12246
725.074	761.626	12242.4
725.418	761.282	12477.4
725.762	760.938	12341.3
726.107	760.593	12282.6
726.451	760.249	12550.6
726.795	759.905	12131.6
727.14	759.56	12322.3
727.484	759.216	12265.1
727.828	758.872	12329.1
728.173	758.527	12806.8
728.517	758.183	12768.7
728.861	757.839	13035.7
729.205	757.495	12462.8
729.55	757.15	12817.2
729.894	756.806	12566.4
730.238	756.462	13118.5
730.583	756.117	12728.9
730.927	755.773	12801.6
731.271	755.429	12574.2
731.616	755.084	12564.8
731.96	754.74	12619.5
732.304	754.396	12549.7
732.649	754.051	13033.1
732.993	753.707	13112.4
733.337	753.363	12991.8
733.682	753.018	12469.7
734.026	752.674	12756
734.37	752.33	12556.7
734.715	751.985	12748.5
735.059	751.641	12981.9
735.403	751.297	13511.3
735.748	750.952	12573.8
736.092	750.608	12284.8
736.436	750.264	13290.5
736.781	749.919	13542.8
737.125	749.575	13135.5
737.469	749.231	13286.1
737.814	748.886	13190.7
738.158	748.542	12982.4
738.502	748.198	12853.8
738.847	747.853	12933.3
739.191	747.509	13369.9
739.535	747.165	13042.1
739.879	746.821	13188.7
740.224	746.476	12979.7
740.568	746.132	12894.1
740.912	745.788	12845.4
741.257	745.443	13408
741.601	745.099	13497.9
741.945	744.755	12750.7
742.29	744.41	12866.6
742.634	744.066	13320.8
742.978	743.722	13265
743.323	743.377	13708.8
743.667	743.033	13357.2
744.011	742.689	12727.7
744.356	742.344	12952.2
744.7	742	13173.5
745.044	741.656	13631.6
745.389	741.311	13058.4
745.733	740.967	13475.3
746.077	740.623	13294.2
746.422	740.278	14007.2
746.766	739.934	13329.4
747.11	739.59	13225.2
747.455	739.245	13071.4
747.799	738.901	13411.3
748.143	738.557	13276.8
748.488	738.212	13493.6
748.832	737.868	13445.3
749.176	737.524	13471.9
749.521	737.179	13102.2
749.865	736.835	13517.8
750.209	736.491	13756.5
750.553	736.147	13682.9
750.898	735.802	13607.8
751.242	735.458	13796.2
751.586	735.114	13655.5
751.931	734.769	13775
752.275	734.425	13995.8
752.619	734.081	14035.3
752.964	733.736	14176
753.308	733.392	13737.5
753.652	733.048	14216
753.997	732.703	14355.4
754.341	732.359	14097.4
754.685	732.015	14136.2
755.03	731.67	14028
755.374	731.326	14091.6
755.718	730.982	14313.8
756.063	730.637	13963.4
756.407	730.293	14126.7
756.751	729.949	14471.4
757.096	729.604	14392.2
757.44	729.26	14132.6
757.784	728.916	13911
758.129	728.571	13814.8
758.473	728.227	13505.9
758.817	727.883	13795
759.162	727.538	13890.1
759.506	727.194	13890.3
759.85	726.85	14327.1
760.195	726.505	14229.3
760.539	726.161	14125.4
760.883	725.817	14072.4
761.227	725.473	14105.3
761.572	725.128	14176.2
761.916	724.784	14010.4
762.26	724.44	14196.6
762.605	724.095	14922.8
762.949	723.751	14367.1
763.293	723.407	14876.5
763.638	723.062	14382.8
763.982	722.718	14485.4
764.326	722.374	14444.8
764.671	722.029	14234.2
765.015	721.685	14633.7
765.359	721.341	14692.2
765.704	720.996	14296.8
766.048	720.652	14310.6
766.392	720.308	14598.4
766.737	719.963	14501.5
767.081	719.619	14546.3
767.425	719.275	14605.5
767.77	718.93	14266.3
768.114	718.586	13955.8
768.458	718.242	14267.4
768.803	717.897	14382.5
769.147	717.553	14810.2
769.491	717.209	14815.7
769.836	716.864	15097.2
770.18	716.52	14474.8
770.524	716.176	14999.7
770.868	715.832	14551.8
771.213	715.487	15267.9
771.557	715.143	14962.2
771.901	714.799	14662.1
772.246	714.454	15457.6
772.59	714.11	14663.5
772.934	713.766	14886.6
773.279	713.421	15253.1
773.623	713.077	15000.3
773.967	712.733	14726.5
774.312	712.388	14881
774.656	712.044	14544.9
775	711.7	14696.4
775.345	711.355	14890
775.689	711.011	14744
776.033	710.667	15150.1
776.378	710.322	15056.5
776.722	709.978	15048.2
777.066	709.634	15357.5
777.411	709.289	15211.5
777.755	708.945	15415.2
778.099	708.601	15063.3
778.444	708.256	15078.8
778.788	707.912	15144.2
779.132	707.568	14921.5
779.477	707.223	15116.9
779.821	706.879	15269.9
780.165	706.535	15184.6
780.51	706.19	15209.2
780.854	705.846	15533.4
781.198	705.502	15492.6
781.542	705.158	15528.3
781.887	704.813	15137.6
782.231	704.469	15102.7
782.575	704.125	15433.8
782.92	703.78	15768.4
783.264	703.436	15377.7
783.608	703.092	15539.9
783.953	702.747	15067
784.297	702.403	15254.6
784.641	702.059	15669.9
784.986	701.714	15830
