D:\Data\Install\2023-11-16\20231116-085401_La scala day--ESp_Cayman_iXPS-ESp_Cayman--1_1-Detector_Region.vms
Survey
	Characteristic Energy eV	1486.7	Acquisition Time s	0.1	Step Size eV	0.344322	No Steps	4096



KE_Survey	BE_Survey	Background_Survey
785.33	701.37	15652.6
785.674	701.026	15914.4
786.019	700.681	15649
786.363	700.337	15687.2
786.707	699.993	15852.4
787.052	699.648	16182.6
787.396	699.304	16023.8
787.74	698.96	16251.4
788.085	698.615	15616.9
788.429	698.271	16041.2
788.773	697.927	15593.5
789.118	697.582	15847.9
789.462	697.238	16262.2
789.806	696.894	15973
790.151	696.549	15291.1
790.495	696.205	16143.3
790.839	695.861	16272.1
791.184	695.516	16112.7
791.528	695.172	15815.8
791.872	694.828	16665.2
792.216	694.484	16457.2
792.561	694.139	16335.5
792.905	693.795	16696.6
793.249	693.451	15659.6
793.594	693.106	15656.6
793.938	692.762	16284.2
794.282	692.418	16204.2
794.627	692.073	16306.2
794.971	691.729	16105
795.315	691.385	16005.2
795.66	691.04	16318
796.004	690.696	16669.8
796.348	690.352	16617.6
796.693	690.007	16324.3
797.037	689.663	16540.7
797.381	689.319	16215.2
797.726	688.974	16898.6
798.07	688.63	16718
798.414	688.286	16335.7
798.759	687.941	16552.7
799.103	687.597	17265.1
799.447	687.253	16712.9
799.792	686.908	16747.2
800.136	686.564	16311
800.48	686.22	16485
800.825	685.875	16849.3
801.169	685.531	16412.8
801.513	685.187	17226.3
801.858	684.842	16819.2
802.202	684.498	16784
802.546	684.154	16524.4
802.89	683.81	16652.6
803.235	683.465	16983.5
803.579	683.121	16788.7
803.923	682.777	16603.9
804.268	682.432	16997.5
804.612	682.088	16832.6
804.956	681.744	17011
805.301	681.399	16738.2
805.645	681.055	16967.4
805.989	680.711	16749.4
806.334	680.366	17186.9
806.678	680.022	17165.6
807.022	679.678	16908.7
807.367	679.333	17235.8
807.711	678.989	17458
808.055	678.645	17280.8
808.4	678.3	16745.9
808.744	677.956	16962.6
809.088	677.612	16965.4
809.433	677.267	17007.4
809.777	676.923	17050.6
810.121	676.579	17849.2
810.466	676.234	16919.9
810.81	675.89	17103.3
811.154	675.546	17185.7
811.499	675.201	17206.5
811.843	674.857	17494.7
812.187	674.513	17023
812.532	674.168	18000.7
812.876	673.824	17796.3
813.22	673.48	17579.4
813.564	673.136	17712.4
813.909	672.791	17547.5
814.253	672.447	17067.1
814.597	672.103	17332.6
814.942	671.758	17449.5
815.286	671.414	17213.6
815.63	671.07	17440
815.975	670.725	17313
816.319	670.381	17336.7
816.663	670.037	17407.9
817.008	669.692	17641.7
817.352	669.348	17613.1
817.696	669.004	17214.8
818.041	668.659	17323
818.385	668.315	17620.8
818.729	667.971	17948
819.074	667.626	17255.2
819.418	667.282	17959.6
819.762	666.938	18056
820.107	666.593	17888.7
820.451	666.249	18354.9
820.795	665.905	17941
821.14	665.56	17583
821.484	665.216	17795.4
821.828	664.872	17980.4
822.173	664.527	18135.4
822.517	664.183	18747.3
822.861	663.839	18093.8
823.205	663.495	18393.4
823.55	663.15	18188.9
823.894	662.806	18532
824.238	662.462	19142.8
824.583	662.117	17824.9
824.927	661.773	17985
825.271	661.429	17954.6
825.616	661.084	18168.7
825.96	660.74	18537.2
826.304	660.396	19093.6
826.649	660.051	18304
826.993	659.707	18855.6
827.337	659.363	18929.4
827.682	659.018	18510.6
828.026	658.674	18824.7
828.37	658.33	18867.5
828.715	657.985	18815.5
829.059	657.641	18781.4
829.403	657.297	19299.7
829.748	656.952	19032.4
830.092	656.608	19031.6
830.436	656.264	18244.4
830.781	655.919	18853.5
831.125	655.575	18960
831.469	655.231	19380.3
831.814	654.886	18689.5
832.158	654.542	18952.2
832.502	654.198	18727.2
832.847	653.853	18947.3
833.191	653.509	19390.3
833.535	653.165	19365.4
833.879	652.821	19104.7
834.224	652.476	18794.4
834.568	652.132	18873.4
834.912	651.788	19748.5
835.257	651.443	19142.3
835.601	651.099	19015.3
835.945	650.755	19538.7
836.29	650.41	19134.6
836.634	650.066	19284
836.978	649.722	19108.4
837.323	649.377	19203.2
837.667	649.033	19608.7
838.011	648.689	19867
838.356	648.344	19314.4
838.7	648	20150.3
839.044	647.656	19849.8
839.389	647.311	19574.1
839.733	646.967	19822.7
840.077	646.623	19229.6
840.422	646.278	19450.9
840.766	645.934	19214.3
841.11	645.59	19057.4
841.455	645.245	19604.5
841.799	644.901	19613.1
842.143	644.557	19507.2
842.488	644.212	19443.3
842.832	643.868	19749.6
843.176	643.524	19771.3
843.521	643.179	19916.5
843.865	642.835	19976.7
844.209	642.491	20642.9
844.553	642.147	20256.5
844.898	641.802	19786.7
845.242	641.458	20568.2
845.586	641.114	20955.1
845.931	640.769	20185.8
846.275	640.425	20448.1
846.619	640.081	20331.4
846.964	639.736	19968.8
847.308	639.392	20134.3
847.652	639.048	20665.8
847.997	638.703	20651.6
848.341	638.359	21391.8
848.685	638.015	20704.2
849.03	637.67	20914.5
849.374	637.326	21169.5
849.718	636.982	21146.4
850.063	636.637	21694.2
850.407	636.293	21094.1
850.751	635.949	21681.1
851.096	635.604	22168.6
851.44	635.26	21581
851.784	634.916	21276.8
852.129	634.571	21994.4
852.473	634.227	22141.9
852.817	633.883	21962.1
853.162	633.538	22422.5
853.506	633.194	22481.6
853.85	632.85	23061.1
854.195	632.505	23320.4
854.539	632.161	22550.4
854.883	631.817	23266.4
855.227	631.473	23453
855.572	631.128	23456.5
855.916	630.784	24062.8
856.26	630.44	24505.2
856.605	630.095	24253.5
856.949	629.751	24844.8
857.293	629.407	24369.7
857.638	629.062	24378
857.982	628.718	24520.9
858.326	628.374	25168.5
858.671	628.029	24823.1
859.015	627.685	24532.4
859.359	627.341	24642.7
859.704	626.996	24062.5
860.048	626.652	24143.3
860.392	626.308	24049.2
860.737	625.963	24271.8
861.081	625.619	24445.1
861.425	625.275	23448.9
861.77	624.93	22728.8
862.114	624.586	22189
862.458	624.242	22289.3
862.803	623.897	22191.7
863.147	623.553	21620.5
863.491	623.209	21749.1
863.836	622.864	21575.2
864.18	622.52	21944.7
864.524	622.176	21462.9
864.868	621.832	20929.4
865.213	621.487	20542.5
865.557	621.143	20665.7
865.901	620.799	21589.4
866.246	620.454	21581
866.59	620.11	20900.3
866.934	619.766	21265.6
867.279	619.421	20697
867.623	619.077	20708.1
867.967	618.733	20508.1
868.312	618.388	20746.9
868.656	618.044	19880.9
869	617.7	20824.4
869.345	617.355	20370.6
869.689	617.011	20098.7
870.033	616.667	20227.3
870.378	616.322	20429.3
870.722	615.978	20549.9
871.066	615.634	20320.9
871.411	615.289	20787.7
871.755	614.945	20278
872.099	614.601	20724.1
872.444	614.256	20819.6
872.788	613.912	19751.3
873.132	613.568	20214.6
873.477	613.223	20195.3
873.821	612.879	20398.1
874.165	612.535	20357.3
874.51	612.19	19983.1
874.854	611.846	20161.1
875.198	611.502	19639.7
875.542	611.158	20571.7
875.887	610.813	19949.1
876.231	610.469	20319.9
876.575	610.125	20426.5
876.92	609.78	19656.5
877.264	609.436	19981.6
877.608	609.092	20549.4
877.953	608.747	20596.3
878.297	608.403	20176.8
878.641	608.059	20166.3
878.986	607.714	19917.2
879.33	607.37	20320.4
879.674	607.026	20799.5
880.019	606.681	20306.8
880.363	606.337	20449.6
880.707	605.993	20465.7
881.052	605.648	21212.8
881.396	605.304	20155.4
881.74	604.96	20041.4
882.085	604.615	20102.6
882.429	604.271	20510.6
882.773	603.927	21378.8
883.118	603.582	20479.7
883.462	603.238	21048.7
883.806	602.894	21221.7
884.151	602.549	20870.2
884.495	602.205	20127.2
884.839	601.861	20545
885.184	601.516	20683.6
885.528	601.172	21128.8
885.872	600.828	21347.8
886.216	600.484	20721.5
886.561	600.139	21184.3
886.905	599.795	21102
887.249	599.451	20532.5
887.594	599.106	21074.4
887.938	598.762	20730.5
888.282	598.418	20698
888.627	598.073	20978.5
888.971	597.729	20757.2
889.315	597.385	20714.2
889.66	597.04	20845.8
890.004	596.696	21256.1
890.348	596.352	20988
890.693	596.007	20537.6
891.037	595.663	21641
891.381	595.319	21351.7
891.726	594.974	21094.8
892.07	594.63	21378.4
892.414	594.286	21427.3
892.759	593.941	21804.3
893.103	593.597	21451.1
893.447	593.253	21534.3
893.792	592.908	21389.8
894.136	592.564	21714.9
894.48	592.22	21071.9
894.825	591.875	21323.4
895.169	591.531	21663.4
895.513	591.187	21606.3
895.858	590.842	21547.2
896.202	590.498	21335
896.546	590.154	21188.9
896.89	589.81	21613.2
897.235	589.465	22399.7
897.579	589.121	22018.4
897.923	588.777	21424.4
898.268	588.432	21406.1
898.612	588.088	21111.5
898.956	587.744	22057.8
899.301	587.399	20612.9
899.645	587.055	21434.3
899.989	586.711	22094
900.334	586.366	21319.8
900.678	586.022	21896.9
901.022	585.678	21976.2
901.367	585.333	22068.5
901.711	584.989	21937.3
902.055	584.645	21989.9
902.4	584.3	22065.4
902.744	583.956	22242.4
903.088	583.612	21828.8
903.433	583.267	21100
903.777	582.923	21938.6
904.121	582.579	21977.6
904.466	582.234	22213.6
904.81	581.89	21882
905.154	581.546	21822.1
905.499	581.201	22170
905.843	580.857	21920.5
906.187	580.513	21769
906.532	580.168	22354.1
906.876	579.824	22622.9
907.22	579.48	22616.7
907.564	579.136	22755.9
907.909	578.791	22213.3
908.253	578.447	21954.1
908.597	578.103	22140.4
908.942	577.758	22203.4
909.286	577.414	22169.5
909.63	577.07	22966.9
909.975	576.725	22570.5
910.319	576.381	22190.2
910.663	576.037	22046.7
911.008	575.692	22206.9
911.352	575.348	22987.2
911.696	575.004	22314
912.041	574.659	22274.5
912.385	574.315	22678.6
912.729	573.971	22941.8
913.074	573.626	22865.3
913.418	573.282	22683.5
913.762	572.938	22360.4
914.107	572.593	22327
914.451	572.249	22192.4
914.795	571.905	22344.1
915.14	571.56	22632.3
915.484	571.216	22253.1
915.828	570.872	23100.6
916.173	570.527	23025.8
916.517	570.183	22834.1
916.861	569.839	22993.9
917.205	569.495	22676
917.55	569.15	22603.6
917.894	568.806	22969
918.238	568.462	22693
918.583	568.117	22534.4
918.927	567.773	22852.4
919.271	567.429	23217.4
919.616	567.084	23011.8
919.96	566.74	22998.6
920.304	566.396	22739
920.649	566.051	22968.6
920.993	565.707	22999
921.337	565.363	23537.3
921.682	565.018	23486.2
922.026	564.674	23383.2
922.37	564.33	23716.5
922.715	563.985	23917.6
923.059	563.641	23717.9
923.403	563.297	23542.4
923.748	562.952	23619.8
924.092	562.608	23489.2
924.436	562.264	23752.3
924.781	561.919	23729
925.125	561.575	23581.2
925.469	561.231	24208.9
925.814	560.886	24727.1
926.158	560.542	24300.3
926.502	560.198	24036.7
926.847	559.853	24179.2
927.191	559.509	24471.5
927.535	559.165	23795.9
927.879	558.821	24404
928.224	558.476	24379.1
928.568	558.132	24236
928.912	557.788	24700.5
929.257	557.443	24307.1
929.601	557.099	24529.7
929.945	556.755	23828.3
930.29	556.41	24119.3
930.634	556.066	24012.6
930.978	555.722	24477.3
931.323	555.377	24516
931.667	555.033	25079.6
932.011	554.689	24536.9
932.356	554.344	25382.9
932.7	554	25130.4
933.044	553.656	24182.3
933.389	553.311	24679.2
933.733	552.967	24129.6
934.077	552.623	24443.1
934.422	552.278	24468.1
934.766	551.934	24472.9
935.11	551.59	24924
935.455	551.245	25104
935.799	550.901	24031.4
936.143	550.557	24180.6
936.488	550.212	24335.6
936.832	549.868	25234.4
937.176	549.524	24537.8
937.521	549.179	25753.4
937.865	548.835	24280.8
938.209	548.491	24501.9
938.553	548.147	24913.2
938.898	547.802	25167.8
939.242	547.458	24669.2
939.586	547.114	25248.6
939.931	546.769	24952.8
940.275	546.425	25403.7
940.619	546.081	25225.9
940.964	545.736	25209.3
941.308	545.392	25646.4
941.652	545.048	24755.5
941.997	544.703	24581.8
942.341	544.359	25010.4
942.685	544.015	24469.5
943.03	543.67	24739.3
943.374	543.326	24435.4
943.718	542.982	24406.8
944.063	542.637	24781.8
944.407	542.293	24459.3
944.751	541.949	24451.5
945.096	541.604	24971.5
945.44	541.26	25173.3
945.784	540.916	25214.1
946.129	540.571	25082.8
946.473	540.227	25413.5
946.817	539.883	24579.5
947.162	539.538	25613.6
947.506	539.194	25391.2
947.85	538.85	25086.8
948.195	538.505	25030.4
948.539	538.161	26020.1
948.883	537.817	25290.6
949.227	537.473	25760.9
949.572	537.128	26101.6
949.916	536.784	26559
950.26	536.44	25994.4
950.605	536.095	26503
950.949	535.751	26502.8
951.293	535.407	26954.6
951.638	535.062	26977.2
951.982	534.718	27399.7
952.326	534.374	27056
952.671	534.029	27316.1
953.015	533.685	27205.8
953.359	533.341	27803.6
953.704	532.996	27795.6
954.048	532.652	28032.8
954.392	532.308	28693.9
954.737	531.963	28892.4
955.081	531.619	28882.7
955.425	531.275	28765.9
955.77	530.93	28884.3
956.114	530.586	29453.9
956.458	530.242	29265.7
956.803	529.897	29884.7
957.147	529.553	30216.1
957.491	529.209	29795.7
957.836	528.864	29903.4
958.18	528.52	29544.3
958.524	528.176	30387.8
958.868	527.832	30555
959.213	527.487	29994.3
959.557	527.143	30747.4
959.901	526.799	30604.3
960.246	526.454	30591.9
960.59	526.11	31477.5
960.934	525.766	31614.6
961.279	525.421	32080.2
961.623	525.077	32552.7
961.967	524.733	32414.3
962.312	524.388	34023.5
962.656	524.044	34512.8
963	523.7	35687.8
963.345	523.355	37011
963.689	523.011	41035.8
964.033	522.667	41496.7
964.378	522.322	44255.9
964.722	521.978	47440.7
965.066	521.634	49741.8
965.411	521.289	49464.4
965.755	520.945	48761.4
966.099	520.601	45457
966.444	520.256	41676.2
966.788	519.912	37655.1
967.132	519.568	34072.2
967.477	519.223	32892.5
967.821	518.879	30504.8
968.165	518.535	28719.3
968.51	518.19	27793.2
968.854	517.846	26697.3
969.198	517.502	26100.1
969.542	517.158	25535
969.887	516.813	25929.5
970.231	516.469	25192.4
970.575	516.125	25240
970.92	515.78	25170.3
971.264	515.436	25326.8
971.608	515.092	25165.9
971.953	514.747	24581.2
972.297	514.403	25550.9
972.641	514.059	25242.7
972.986	513.714	25062.1
973.33	513.37	25259.9
973.674	513.026	25645.8
974.019	512.681	25327.8
974.363	512.337	24715.6
974.707	511.993	25115.9
975.052	511.648	25006
975.396	511.304	25255.7
975.74	510.96	24815
976.085	510.615	24790.1
976.429	510.271	25588.6
976.773	509.927	25806.2
977.118	509.582	24613.5
977.462	509.238	26248.8
977.806	508.894	25786.7
978.151	508.549	26647.6
978.495	508.205	26843.6
978.839	507.861	27471.9
979.184	507.516	26881.1
979.528	507.172	27509.2
979.872	506.828	28222.1
980.216	506.484	28288.7
980.561	506.139	29307.9
980.905	505.795	29255.4
981.249	505.451	29585.9
981.594	505.106	29583.4
981.938	504.762	30223.9
982.282	504.418	30131.8
982.627	504.073	30477.4
982.971	503.729	30874
983.315	503.385	30721.3
983.66	503.04	31540.1
984.004	502.696	31275.8
984.348	502.352	31354.1
984.693	502.007	31415.3
985.037	501.663	31427.2
985.381	501.319	31564.9
985.726	500.974	31565
986.07	500.63	33236.3
986.414	500.286	34592.3
986.759	499.941	34850.8
987.103	499.597	36474.8
987.447	499.253	38584
987.792	498.908	39710.3
988.136	498.564	43068.6
988.48	498.22	46580.2
988.825	497.875	51641.8
989.169	497.531	56947.3
989.513	497.187	63341.3
989.858	496.842	67810.5
990.202	496.498	70596.3
990.546	496.154	68787.2
990.89	495.81	63492
991.235	495.465	56442.4
991.579	495.121	48491.3
991.923	494.777	40723.8
992.268	494.432	34970.5
992.612	494.088	32473.9
992.956	493.744	28792.4
993.301	493.399	26015.2
993.645	493.055	23911.2
993.989	492.711	23040.8
994.334	492.366	22668.3
994.678	492.022	21187.5
995.022	491.678	20875.6
995.367	491.333	21435
995.711	490.989	19704.5
996.055	490.645	19800.9
996.4	490.3	19696.1
996.744	489.956	18551.7
997.088	489.612	19120.8
997.433	489.267	18524.3
997.777	488.923	18818.3
998.121	488.579	18920
998.466	488.234	18567.5
998.81	487.89	18055.4
999.154	487.546	18029.2
999.499	487.201	18170.4
999.843	486.857	17738.2
1000.19	486.513	18263.8
1000.53	486.168	18266.5
1000.88	485.824	17467.2
1001.22	485.48	17565.7
1001.56	485.136	17923.1
1001.91	484.791	17966.5
1002.25	484.447	17495.5
1002.6	484.103	17572.4
1002.94	483.758	17561
1003.29	483.414	17945.5
1003.63	483.07	17882.4
1003.97	482.725	17688.5
1004.32	482.381	17864.2
1004.66	482.037	17574.3
1005.01	481.692	17290.6
1005.35	481.348	17534.4
1005.7	481.004	17516.7
1006.04	480.659	17378.1
1006.38	480.315	17376.8
1006.73	479.971	17426.3
1007.07	479.626	17479.1
1007.42	479.282	17484.8
1007.76	478.938	17098.4
1008.11	478.593	17627.6
1008.45	478.249	16655.3
1008.8	477.905	17536.5
1009.14	477.56	17777.1
1009.48	477.216	17479.8
1009.83	476.872	17749.1
1010.17	476.527	17185.9
1010.52	476.183	16999.4
1010.86	475.839	17497.8
1011.21	475.495	18362.5
1011.55	475.15	17903.6
1011.89	474.806	17383.8
1012.24	474.462	17877.9
1012.58	474.117	18034.2
1012.93	473.773	17418
1013.27	473.429	17359.9
1013.62	473.084	17617.5
1013.96	472.74	17327.3
1014.3	472.396	17885
1014.65	472.051	17825.6
1014.99	471.707	18050.2
1015.34	471.363	17644.4
1015.68	471.018	17639.2
1016.03	470.674	17636.1
1016.37	470.33	17567.9
1016.71	469.985	17612.7
1017.06	469.641	17320.4
1017.4	469.297	17199
1017.75	468.952	17246.2
1018.09	468.608	17317.2
1018.44	468.264	17629.9
1018.78	467.919	17913.7
1019.12	467.575	17657.2
1019.47	467.231	18037.6
1019.81	466.886	17708.5
1020.16	466.542	17198.5
1020.5	466.198	18419.6
1020.85	465.853	17638.1
1021.19	465.509	17518
1021.54	465.165	17940.5
1021.88	464.821	18146.6
1022.22	464.476	17714.1
1022.57	464.132	17925.7
1022.91	463.788	17593.9
1023.26	463.443	18030.5
1023.6	463.099	17866.6
1023.95	462.755	18567.2
1024.29	462.41	18440
1024.63	462.066	17648.6
1024.98	461.722	18140.3
1025.32	461.377	17903
1025.67	461.033	18370.3
1026.01	460.689	18146.5
1026.36	460.344	18065.1
1026.7	460	17738.8
1027.04	459.656	17951.8
1027.39	459.311	18446.4
1027.73	458.967	18020.3
1028.08	458.623	17837.1
1028.42	458.278	18259.8
1028.77	457.934	18012.9
1029.11	457.59	18060.7
1029.45	457.245	18061.3
1029.8	456.901	17991.4
1030.14	456.557	17589.1
1030.49	456.212	18338.4
1030.83	455.868	18350.4
1031.18	455.524	18204.3
1031.52	455.179	18629.6
1031.86	454.835	18492.1
1032.21	454.491	18226
1032.55	454.147	18459.3
1032.9	453.802	18322.1
1033.24	453.458	18292.5
1033.59	453.114	18150
1033.93	452.769	18328.2
1034.28	452.425	18301.4
1034.62	452.081	18582.2
1034.96	451.736	18324.9
1035.31	451.392	18757.9
1035.65	451.048	18611.9
1036	450.703	18636.4
1036.34	450.359	18233.3
1036.69	450.015	18478.2
1037.03	449.67	18241.8
1037.37	449.326	18673.2
1037.72	448.982	19013
1038.06	448.637	18362.4
1038.41	448.293	18712.2
1038.75	447.949	18474.5
1039.1	447.604	18694.6
1039.44	447.26	18457.1
1039.78	446.916	19037.6
1040.13	446.571	18721.9
1040.47	446.227	18952
1040.82	445.883	18778.6
1041.16	445.538	18679.2
1041.51	445.194	18334.8
1041.85	444.85	19143.9
1042.19	444.505	18371.7
1042.54	444.161	18865.7
1042.88	443.817	18228.5
1043.23	443.473	18510.3
1043.57	443.128	19232.1
1043.92	442.784	18814.2
1044.26	442.44	19684.5
1044.6	442.095	19427
1044.95	441.751	19032
1045.29	441.407	18798.1
1045.64	441.062	19270.3
1045.98	440.718	19527.9
1046.33	440.374	19822.2
1046.67	440.029	19260.4
1047.02	439.685	18993
1047.36	439.341	19695.3
1047.7	438.996	18936
1048.05	438.652	19371.1
1048.39	438.308	19161.9
1048.74	437.963	19778.8
1049.08	437.619	19389.8
1049.43	437.275	18959.1
1049.77	436.93	19055.5
1050.11	436.586	19445.9
1050.46	436.242	19461.7
1050.8	435.897	19793.5
1051.15	435.553	18975.1
1051.49	435.209	19392.1
1051.84	434.864	19341.3
1052.18	434.52	19677.2
1052.52	434.176	19321.1
1052.87	433.832	19447.6
1053.21	433.487	19029.9
1053.56	433.143	19335
1053.9	432.799	19296.8
1054.25	432.454	19491.4
1054.59	432.11	19820.7
1054.93	431.766	20085.2
1055.28	431.421	20357.7
1055.62	431.077	19956.3
1055.97	430.733	19635.8
1056.31	430.388	19883.6
1056.66	430.044	19182.8
1057	429.7	19933.9
1057.34	429.355	19996.6
1057.69	429.011	19904.3
1058.03	428.667	20261.7
1058.38	428.322	19619.1
1058.72	427.978	20000.5
1059.07	427.634	20256.1
1059.41	427.289	19882.5
1059.75	426.945	19786
1060.1	426.601	20604.7
1060.44	426.256	20079.3
1060.79	425.912	19722.1
1061.13	425.568	19341.3
1061.48	425.223	19878.7
1061.82	424.879	20394.6
1062.17	424.535	20581
1062.51	424.19	20352.1
1062.85	423.846	19610.1
1063.2	423.502	19858.5
1063.54	423.158	20044.5
1063.89	422.813	20132
1064.23	422.469	20321.5
1064.58	422.125	20190.7
1064.92	421.78	20437
1065.26	421.436	20124.1
1065.61	421.092	20248.2
1065.95	420.747	20106.4
1066.3	420.403	20323.4
1066.64	420.059	20691.5
1066.99	419.714	19847.5
1067.33	419.37	20247.3
1067.67	419.026	20265.3
1068.02	418.681	20525.2
1068.36	418.337	20702
1068.71	417.993	20808.5
1069.05	417.648	20679.6
1069.4	417.304	19951.1
1069.74	416.96	20709.6
1070.08	416.615	20161.2
1070.43	416.271	21622.1
1070.77	415.927	21244.6
1071.12	415.582	20638
1071.46	415.238	20819.3
1071.81	414.894	21265
1072.15	414.549	20866.2
1072.49	414.205	21073.1
1072.84	413.861	20939.4
1073.18	413.516	20458.8
1073.53	413.172	20947.9
1073.87	412.828	21776.1
1074.22	412.484	21234.2
1074.56	412.139	21057.4
1074.91	411.795	21258.6
1075.25	411.451	21024.3
1075.59	411.106	21269.4
1075.94	410.762	21120.1
1076.28	410.418	21438.6
1076.63	410.073	21316.2
1076.97	409.729	21467.7
1077.32	409.385	21487.4
1077.66	409.04	20981.9
1078	408.696	21641.4
1078.35	408.352	21209.5
1078.69	408.007	21499.9
1079.04	407.663	20693
1079.38	407.319	21118.2
1079.73	406.974	21449.6
1080.07	406.63	20923.5
1080.41	406.286	21031.7
1080.76	405.941	21715.6
1081.1	405.597	21186.5
1081.45	405.253	21311.1
1081.79	404.908	21474.1
1082.14	404.564	21892.8
1082.48	404.22	22069.7
1082.82	403.875	21323.3
1083.17	403.531	21898.2
1083.51	403.187	21739.4
1083.86	402.842	21884.8
1084.2	402.498	21738.4
1084.55	402.154	21629.9
1084.89	401.81	21567.5
1085.23	401.465	22569.8
1085.58	401.121	21620.2
1085.92	400.777	21476.3
1086.27	400.432	21440.1
1086.61	400.088	21468.3
1086.96	399.744	21506.7
1087.3	399.399	21717.2
1087.65	399.055	22217.6
1087.99	398.711	22373.6
1088.33	398.366	22059.9
1088.68	398.022	22324.1
1089.02	397.678	22154.2
1089.37	397.333	22298.8
1089.71	396.989	22459.5
1090.06	396.645	22001.3
1090.4	396.3	21652.7
1090.74	395.956	22349.1
1091.09	395.612	22486.8
1091.43	395.267	22920.7
1091.78	394.923	22650.5
1092.12	394.579	22063.1
1092.47	394.234	22453.4
1092.81	393.89	22224.9
1093.15	393.546	21854.5
1093.5	393.201	22917.1
1093.84	392.857	22296.7
1094.19	392.513	22532.2
1094.53	392.168	23142.8
1094.88	391.824	22842.6
1095.22	391.48	22788
1095.56	391.136	22508.3
1095.91	390.791	21969.7
1096.25	390.447	21584.1
1096.6	390.103	21896.9
1096.94	389.758	22063
1097.29	389.414	22631.7
1097.63	389.07	22669.1
1097.97	388.725	22820.7
1098.32	388.381	23002.7
1098.66	388.037	22145.4
1099.01	387.692	22940.9
1099.35	387.348	22914.1
1099.7	387.004	22850.5
1100.04	386.659	23083.9
1100.38	386.315	22925
1100.73	385.971	23263.3
1101.07	385.626	23446.1
1101.42	385.282	23146.5
1101.76	384.938	23346.4
1102.11	384.593	23794.3
1102.45	384.249	23209
1102.8	383.905	23351.1
1103.14	383.56	23527.4
1103.48	383.216	23769.1
1103.83	382.872	23809.6
1104.17	382.527	22879.5
1104.52	382.183	23143.7
1104.86	381.839	24265.7
1105.21	381.495	23651.8
1105.55	381.15	23591.8
1105.89	380.806	24292.6
1106.24	380.462	23749.8
1106.58	380.117	24198.6
1106.93	379.773	24052.9
1107.27	379.429	23825.7
1107.62	379.084	23688.9
1107.96	378.74	24288.9
1108.3	378.396	24081.6
1108.65	378.051	24092.8
1108.99	377.707	24580.2
1109.34	377.363	23509.8
1109.68	377.018	24154.4
1110.03	376.674	23429
1110.37	376.33	24580.4
1110.71	375.985	24604.3
1111.06	375.641	24473
1111.4	375.297	24619.7
1111.75	374.952	24843
1112.09	374.608	24358.2
1112.44	374.264	24397.6
1112.78	373.919	23837.6
1113.12	373.575	24323.1
1113.47	373.231	24420.7
1113.81	372.886	24720
1114.16	372.542	23908.2
1114.5	372.198	24289
1114.85	371.853	24308.4
1115.19	371.509	23974.2
1115.54	371.165	24058.3
1115.88	370.821	23905.5
1116.22	370.476	23978.1
1116.57	370.132	24496.4
1116.91	369.788	24032.6
1117.26	369.443	24299.2
1117.6	369.099	24199.3
1117.95	368.755	24424.3
1118.29	368.41	24534.4
1118.63	368.066	24077.5
1118.98	367.722	24414.4
1119.32	367.377	23665.5
1119.67	367.033	24282.1
1120.01	366.689	23994.4
1120.36	366.344	24320.8
1120.7	366	24486.3
1121.04	365.656	24238.3
1121.39	365.311	23549.3
1121.73	364.967	24220.8
1122.08	364.623	24101.2
1122.42	364.278	23031.2
1122.77	363.934	23772.7
1123.11	363.59	24214
1123.45	363.245	23264.1
1123.8	362.901	23628.7
1124.14	362.557	23167.9
1124.49	362.212	24032.7
1124.83	361.868	23065.8
1125.18	361.524	23180.6
1125.52	361.179	22992.7
1125.86	360.835	23099.1
1126.21	360.491	22920.3
1126.55	360.147	23034.4
1126.9	359.802	23404.5
1127.24	359.458	22983.3
1127.59	359.114	23270
1127.93	358.769	23382.6
1128.28	358.425	22857.5
1128.62	358.081	22511.7
1128.96	357.736	22831.3
1129.31	357.392	23042.3
1129.65	357.048	23304
1130	356.703	23076.2
1130.34	356.359	23633.3
1130.69	356.015	23525.7
1131.03	355.67	23685
1131.37	355.326	23913.9
1131.72	354.982	23947.1
1132.06	354.637	23657.3
1132.41	354.293	23568.8
1132.75	353.949	23782.2
1133.1	353.604	24161.9
1133.44	353.26	25005.1
1133.78	352.916	24521
1134.13	352.571	24490.7
1134.47	352.227	25107.4
1134.82	351.883	24268.2
1135.16	351.538	24175.9
1135.51	351.194	24640.3
1135.85	350.85	25387.9
1136.19	350.505	24822.7
1136.54	350.161	25310.9
1136.88	349.817	26069
1137.23	349.473	25869.7
1137.57	349.128	26100.2
1137.92	348.784	26137
1138.26	348.44	26088.5
1138.6	348.095	26732.5
1138.95	347.751	27195
1139.29	347.407	26506.9
1139.64	347.062	26793
1139.98	346.718	26784.9
1140.33	346.374	27230.2
1140.67	346.029	27075.2
1141.02	345.685	27236.8
1141.36	345.341	27950.4
1141.7	344.996	28320.4
1142.05	344.652	27882.6
1142.39	344.308	27620.2
1142.74	343.963	27781.5
1143.08	343.619	27612.1
1143.43	343.275	28359
1143.77	342.93	28694.2
1144.11	342.586	29119
1144.46	342.242	29170.4
1144.8	341.897	28566.2
1145.15	341.553	28880.3
1145.49	341.209	29073.9
1145.84	340.864	29582.8
1146.18	340.52	29627
1146.52	340.176	28957.6
1146.87	339.832	28498
1147.21	339.487	28509.3
